# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc12	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc20	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc30	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
Unassigned;Other	0.0134861476151	0.00753141557325	0.0068069923658	0.00792226509833	0.0197402039858	0.00683508476107	0.0098721865362	0.00742646143634	0.00839138943249	0.00698873432766	0.00565746343923	0.00826359444726	0.00520156046814	0.00926965248095	0.00760983134605	0.00894994659497	0.00534801070577	0.00722315947659	0.00901235343503	0.00675107668033	0.00684350387398	0.00663375165844	0.00708880923935	0.00713045068105	0.00539598126017	0.00745982166228	0.0056967510051	0.00548100356973	0.00902577700722	0.00850424482889
k__Archaea;p__Crenarchaeota	0.0116118747038	0.0453271935421	0.0140624688553	0.0102933655679	0.00130821768956	0.019842823161	0.024979402565	0.0226776749782	0.0268440965427	0.0321732871324	0.029098903177	0.017207065775	0.0169050715215	0.0120646719941	0.0143900699997	0.029329797552	0.0528219653574	0.00479889986815	0.0592256686447	0.0169552902834	0.0406928347314	0.0276768819192	0.0574472321784	0.00798835500362	0.00631154486749	0.0161062348404	0.0371354292452	0.0287702124647	0.00453838504883	0.0193861773201
k__Archaea;p__Euryarchaeota	0.0	8.32200615828e-05	8.96968247324e-05	0.0	3.41738498497e-05	0.0	0.0	0.0	5.21852576647e-06	6.69579336782e-05	7.87947554211e-05	1.23613978269e-05	0.0	0.0	0.0	2.45540372976e-05	4.87512370626e-06	0.0	0.00033696378496	0.0	0.0	0.000135937533984	0.000915969733174	0.0	0.0	0.0	5.68254464349e-05	0.000101125527117	0.0	4.37611226187e-05
k__Archaea;p__[Parvarchaeota]	8.61734671895e-05	4.16100307914e-05	0.0	9.298433214e-05	3.73776482731e-06	1.50552527777e-05	7.29112742703e-05	2.48931668257e-05	4.69667318982e-05	0.0	8.66742309632e-05	1.85420967403e-05	0.0	8.17691878833e-05	6.72642723575e-05	3.68310559464e-05	0.0001560039586	2.12654351617e-05	8.56687588881e-05	0.0	2.40122942947e-05	4.89375122344e-05	6.63746183459e-05	6.32880237963e-05	6.81802686303e-05	5.23496257002e-05	0.00011365089287	1.01125527117e-05	0.0	0.000481372348805
k__Bacteria;Other	0.0	0.0	0.0	9.298433214e-06	2.189262256e-05	0.0	0.0	0.0	0.0	8.36974170977e-06	0.0	6.18069891343e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.71125059254e-06	0.0	8.00409809823e-06	0.0	0.0	7.03200264403e-06	0.0	0.0	0.0	4.04502108467e-05	0.0	0.0
k__Bacteria;p__	0.000129260200784	0.000208050153957	0.000184376806394	0.000223162397136	0.000325185539976	0.000873204661106	0.000430176518195	0.000182549890055	6.78408349641e-05	0.000100436900517	0.000212745839637	0.000241047257624	0.0	0.000200706188441	0.000426007058264	7.36621118927e-05	0.000273006927551	7.08847838723e-05	0.000296985030812	0.000258661941775	0.000464237689697	0.000190312547578	0.000192486393203	4.92240185082e-05	2.92201151273e-05	0.000183223689951	0.000241508147348	0.000171913396099	2.54965452181e-05	0.00020421857222
k__Bacteria;p__AC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63746183459e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3	0.000107716833987	0.0	3.4882098507e-05	1.8596866428e-05	0.0	0.0	7.29112742703e-06	0.0	3.65296803653e-05	0.0	0.0	6.18069891343e-06	0.0	0.0	0.0	0.0	0.0	0.000574166749366	1.14225011851e-05	0.0	0.0	5.43750135938e-06	5.97371565114e-05	0.0	0.000155840614012	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria	0.219074496962	0.171655247025	0.178576411728	0.141512855084	0.167575210503	0.213694257927	0.139260533856	0.172675600548	0.150199608611	0.152588761111	0.184939170449	0.177942321718	0.170351105332	0.200676454191	0.170124797647	0.177685290904	0.189169425174	0.214150020557	0.202109735969	0.18516315102	0.184910674265	0.153147225787	0.16436346741	0.166538918619	0.199544166204	0.132017031078	0.176570868435	0.235258426285	0.0468881466561	0.149444233743
k__Bacteria;p__Actinobacteria	0.0997673316386	0.136245110821	0.128346189878	0.114975126691	0.0599014191225	0.087230134594	0.127543692081	0.261436335726	0.121497716895	0.21837493095	0.16554778114	0.0856953904348	0.14044213264	0.0925404199963	0.131654118143	0.106331258517	0.137858748166	0.157605228462	0.118222887266	0.151847492919	0.118252545303	0.171205167801	0.139964157706	0.0887227773598	0.0901635352443	0.156987802537	0.172990865309	0.103592989978	0.167639784809	0.1427196079
k__Bacteria;p__Armatimonadetes	0.00219742341333	0.00109573081084	0.000313938886563	0.000967037054256	0.000594304607543	0.000993646683328	0.000947846565514	0.00104551300668	0.00114285714286	0.000937411071494	0.00141830559758	0.0017924026849	0.0	0.000683887753206	0.00092376267371	0.000798006212171	0.00133578389552	0.00236046330295	0.0013821226434	0.000556123174817	0.000936479477492	0.000473062618266	0.00250232311164	0.000977448367521	0.0023278691718	0.000793969323119	0.00119333437513	0.00208318585861	0.000739399811326	0.00151705225078
k__Bacteria;p__BHI80-139	0.000107716833987	2.77400205276e-05	9.96631385916e-06	3.7193732856e-05	5.07268083707e-05	9.03315166662e-05	0.000109366911406	0.000149359000954	2.60926288324e-05	6.69579336782e-05	7.87947554211e-05	0.000185420967403	0.0	5.20349377439e-05	9.41699813005e-05	2.45540372976e-05	3.90009896501e-05	9.2150219034e-05	9.13800094807e-05	0.000116397873799	0.00013606966767	5.43750135938e-05	0.000132749236692	2.81280105761e-05	3.8960153503e-05	6.10745633169e-05	7.10318080436e-05	6.06753162701e-05	0.0	0.000116696326983
k__Bacteria;p__BRC1	0.000366237235555	0.000679630502927	0.000214275747972	0.000381235761774	0.000319845875937	0.000150552527777	0.000386429753633	0.000224038501431	0.000365296803653	0.000175764575905	0.000252143217347	0.000364661235893	0.0	0.000223006876045	0.000233182810839	0.000982161491903	0.000282757174963	0.000396954789685	0.000154203765999	0.000271595038864	0.000552282768778	0.000168562542141	0.00100225673702	0.000267216100473	0.000243500959394	0.000305372816584	0.000170476339305	9.10129744051e-05	0.000917875627852	0.000364676021822
k__Bacteria;p__Bacteroidetes	0.0700159420914	0.0889761158423	0.094679981662	0.0959226370357	0.185890792123	0.094336213905	0.105932790387	0.0466663900759	0.10168297456	0.0596929978741	0.0506335098336	0.0944287179994	0.106631989597	0.0755026946664	0.0788965071906	0.141750457319	0.0548548919429	0.0845017508542	0.0379284151851	0.0835478071934	0.0844672472306	0.0894142723536	0.0513739545998	0.0923794187347	0.0676640465963	0.0641719161708	0.0518958389567	0.0302264200552	0.217944468525	0.0929923855647
k__Bacteria;p__Chlamydiae	0.00101253823948	0.00140087103664	0.00176902071	0.00159933051281	0.00127350987331	0.000496823341664	0.000371847498779	0.000555947392441	0.0025831702544	0.000569142436264	0.00070915279879	0.00134121166421	0.00130039011704	0.000669020628136	0.000511208469917	0.000994438510552	0.00044363625727	0.00140351872067	0.00130787638569	0.000801852019503	0.000912467183198	0.00106575026644	0.000544271870437	0.00145562454731	0.00138308544936	0.000959743137837	0.00166214430822	0.00106181803473	0.00107085489916	0.0012398984742
k__Bacteria;p__Chlorobi	0.000969451505881	0.00108186080058	0.00116605872152	0.00109721511925	0.00388193575637	0.00192707235554	0.00145822548541	0.000755092727046	0.00108023483366	0.000627730628233	0.00111888552698	0.000791129460919	0.00260078023407	0.00124140494332	0.00142600257398	0.00205026211435	0.000653266576639	0.00134681089357	0.000576836309847	0.00153903855356	0.000920471281296	0.000424125106031	0.000809770343821	0.00116028043627	0.000603882379297	0.000881218699286	0.0011365089287	0.000414614661179	0.00104535835394	0.00227557837617
k__Bacteria;p__Chloroflexi	0.02912663191	0.0382673583178	0.0423518507445	0.0247710260821	0.0134805158329	0.0240733491915	0.0247752509971	0.0567398249181	0.0234781474234	0.0521267513685	0.0508935325265	0.0269725700582	0.0208062418726	0.0352350864152	0.0282016672571	0.0268007317103	0.0340137380986	0.0260997774218	0.040858286739	0.0359022775184	0.028190433502	0.0382365095591	0.0694743130227	0.0240916410585	0.0233663520634	0.0309735285393	0.0382435254507	0.032056792096	0.0120853624334	0.0343378942148
k__Bacteria;p__Cyanobacteria	0.00155112240941	0.00298205220672	0.000797305108732	0.00208284903994	0.00193616218055	0.00242389569721	0.00508920694407	0.00151018545409	0.000913242009132	0.00189993136812	0.00231656580938	0.00346119139152	0.00130039011704	0.00260918044973	0.00337666647235	0.00473892919843	0.00706892937408	0.00253767526263	0.000993757603102	0.00169423571863	0.00397803675482	0.00411075102769	0.00298022036373	0.00131498449443	0.00411029619457	0.00237318303174	0.00608032276854	0.00133485695794	0.00198873052701	0.00334043235989
k__Bacteria;p__Elusimicrobia	0.00372700245594	0.00320397237094	0.0014999302358	0.00323585475847	0.00173111908145	0.0035078738972	0.00334662748901	0.00242293490437	0.00312067840835	0.00139774686553	0.00290752647504	0.00261443564038	0.0	0.00283962088831	0.00368608212519	0.00320430186733	0.00240831111089	0.00484143073848	0.00215885272398	0.00274181658282	0.00413011461868	0.00204993801248	0.00210407540157	0.00166658462664	0.00335057320126	0.00322822691818	0.00315381227714	0.00183037204081	0.000943372173071	0.00221723021268
k__Bacteria;p__FBP	0.000258520401568	0.000194180143693	4.48484123662e-05	0.000167371797852	0.000118006575262	3.01105055554e-05	5.10378919892e-05	4.14886113762e-05	0.00017742987606	0.000108806642227	3.93973777105e-05	0.000191601666316	0.0	2.23006876045e-05	4.48428482383e-05	0.000122770186488	9.2627350419e-05	4.25308703234e-05	2.85562529627e-05	3.87992912663e-05	2.40122942947e-05	7.06875176719e-05	0.000139386698526	9.84480370165e-05	4.87001918788e-05	6.10745633169e-05	2.84127232175e-05	4.04502108467e-05	0.000764896356544	0.00020421857222
k__Bacteria;p__FCPU426	0.000430867335947	0.0	4.98315692958e-06	0.000251057696778	3.09700514263e-05	0.000225828791665	1.45822548541e-05	3.31908891009e-05	0.000224396607958	5.02184502586e-05	2.36384266263e-05	1.23613978269e-05	0.0	7.43356253484e-05	7.17485571814e-05	7.36621118927e-05	7.3126855594e-05	0.000730113273885	3.99787541478e-05	1.29330970888e-05	8.00409809823e-06	5.43750135938e-05	7.30120801805e-05	0.000302376113693	0.000107140422133	5.23496257002e-05	4.26190848262e-05	0.0	7.64896356544e-05	5.83481634916e-05
k__Bacteria;p__Fibrobacteres	0.000107716833987	2.77400205276e-05	7.47473539437e-05	0.000195267097494	0.00019703360304	0.000376381319442	0.000298936224508	0.000273824835083	0.000130463144162	7.53276753879e-05	0.000141830559758	0.000105071881528	0.0	0.000609552127857	0.000717485571814	0.000294648447571	9.75024741253e-05	0.000552901314204	0.000205605021332	0.00010346477671	0.00022411474675	0.000288187572047	7.30120801805e-05	7.73520290844e-05	7.7920307006e-05	0.000410072067985	9.94445312611e-05	0.000141575737964	0.000203972361745	0.000116696326983
k__Bacteria;p__Firmicutes	0.0221034943341	0.0108602180366	0.0138282604796	0.0133339532289	0.00568193650392	0.00304116106109	0.00446216998534	0.00359291374518	0.0141474233529	0.0160615343411	0.00800554715078	0.00571714649493	0.00260078023407	0.00163538375767	0.00419280631029	0.010312695665	0.0129580788112	0.017444745311	0.0187386131941	0.00737186534059	0.014583466735	0.0127890031973	0.0168724279835	0.0104776839396	0.00774333050872	0.00744237178704	0.0142063616087	0.0256353211241	0.010173121542	0.00815415584794
k__Bacteria;p__Fusobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51092251293e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12654351617e-05	0.0	0.0	1.60081961965e-05	4.3500010875e-05	6.63746183459e-06	7.03200264403e-06	0.0	0.0	0.0	1.01125527117e-05	0.0	0.0
k__Bacteria;p__GAL15	0.0	0.0	4.98315692958e-06	0.0	0.0	0.0	0.0	5.80840559266e-05	0.0	0.0	2.36384266263e-05	0.0	0.0	2.23006876045e-05	4.48428482383e-06	0.0	3.41258659438e-05	7.08847838723e-06	4.56900047403e-05	0.0	0.0	1.08750027188e-05	6.63746183459e-06	0.0	0.0	0.0	1.42063616087e-05	5.05627635584e-05	0.0	0.0
k__Bacteria;p__GN02	0.000107716833987	6.9350051319e-05	3.98652554366e-05	0.000148774931424	3.41738498497e-05	0.000210773538888	0.000167695930822	0.000199145334606	4.17482061318e-05	0.000125546125647	0.000141830559758	5.56262902209e-05	0.0	0.000104069875488	8.96856964767e-05	2.45540372976e-05	0.000195004948251	8.50617406468e-05	0.000222738773109	5.1732388355e-05	6.40327847858e-05	8.15625203906e-05	0.000252223549715	0.00010548003966	7.7920307006e-05	9.59743137837e-05	0.000170476339305	0.00012135063254	0.000127482726091	0.000131283367856
k__Bacteria;p__GN04	0.0	2.77400205276e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57589510842e-05	0.0	0.0	4.46013752091e-05	0.0	0.0	0.0	0.0	4.56900047403e-05	0.0	0.0	0.0	1.99123855038e-05	7.03200264403e-06	0.0	0.0	1.42063616087e-05	0.0	0.0	0.0
k__Bacteria;p__GOUTA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.43750135938e-06	0.000106199389354	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes	0.0675384549097	0.0349524258648	0.047265243477	0.038104979311	0.010507390896	0.0289361958387	0.0180892871465	0.0198564494046	0.0302100456621	0.0273941646161	0.0350479072113	0.0302545211813	0.0325097529259	0.0336294369076	0.0231478782606	0.0190416559243	0.0205096454323	0.0129719154486	0.0329139371648	0.020537758177	0.0135989626689	0.0374426343607	0.0631952741272	0.0404551112111	0.0481937098832	0.0244734500148	0.0358142376156	0.090385996137	0.0212896152571	0.0333022143128
k__Bacteria;p__Kazan-3B-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.74003837575e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae	0.0	0.0	0.0	0.0	1.0679328078e-06	0.0	0.0	0.0	0.0	0.0	0.0	6.18069891343e-06	0.0	1.48671250697e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__MVP-21	2.15433667974e-05	0.0	1.99326277183e-05	2.7895299642e-05	2.50964209834e-05	0.0	2.91645097081e-05	0.0	1.04370515329e-05	3.34789668391e-05	3.93973777105e-05	1.85420967403e-05	0.0	0.0	5.3811417886e-05	0.0	2.43756185313e-05	0.0	1.14225011851e-05	0.0	8.00409809823e-06	1.08750027188e-05	4.64622328422e-05	3.51600132202e-05	1.94800767515e-05	4.36246880835e-05	5.68254464349e-05	5.05627635584e-05	0.0	2.91740817458e-05
k__Bacteria;p__NC10	0.0	0.0	4.98315692958e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15179021684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4246257703e-05	0.0	0.0	0.0	6.63746183459e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
