# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc12	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc20	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc30	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
Unassigned;Other;Other;Other	0.0134861476151	0.00753141557325	0.0068069923658	0.00792226509833	0.0197402039858	0.00683508476107	0.0098721865362	0.00742646143634	0.00839138943249	0.00698873432766	0.00565746343923	0.00826359444726	0.00520156046814	0.00926965248095	0.00760983134605	0.00894994659497	0.00534801070577	0.00722315947659	0.00901235343503	0.00675107668033	0.00684350387398	0.00663375165844	0.00708880923935	0.00713045068105	0.00539598126017	0.00745982166228	0.0056967510051	0.00548100356973	0.00902577700722	0.00850424482889
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J	6.46301003921e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.60926288324e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.08847838723e-05	0.0	0.0	0.0	5.43750135938e-06	0.0	0.0	9.74003837575e-06	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26	0.0	0.0	0.0	9.298433214e-06	5.33966403902e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63746183459e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales	0.00551510190012	0.0	0.0	0.0	0.0	1.50552527777e-05	0.0	0.0	0.00097586431833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.50617406468e-05	0.0	0.0	0.0	2.17500054375e-05	0.0	0.000787584296132	0.0	1.74498752334e-05	0.0	0.0	2.54965452181e-05	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales	0.00603214270326	0.0453271935421	0.0140624688553	0.0102840671347	0.00130768372316	0.0198277679082	0.024979402565	0.0226776749782	0.0258421395956	0.0321732871324	0.029098903177	0.017207065775	0.0169050715215	0.0120646719941	0.0143900699997	0.029329797552	0.0528219653574	0.00464295334364	0.0592256686447	0.0169552902834	0.0406928347314	0.0276496944124	0.0574405947166	0.00720077070749	0.00630180482911	0.0160887849652	0.0371354292452	0.0287702124647	0.00451288850361	0.0193861773201
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0	2.77400205276e-05	4.98315692958e-06	0.0	1.97567569444e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.23613978269e-05	0.0	0.0	0.0	2.45540372976e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.32749236692e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales	0.0	2.77400205276e-05	0.0	0.0	5.33966403902e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales	0.0	0.0	0.0	0.0	5.33966403902e-07	0.0	0.0	0.0	0.0	0.0	7.87947554211e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales	0.0	0.0	0.0	0.0	1.12132944819e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2	0.0	2.77400205276e-05	8.47136678028e-05	0.0	2.13586561561e-06	0.0	0.0	0.0	5.21852576647e-06	6.69579336782e-05	7.0915279879e-05	0.0	0.0	0.0	0.0	0.0	4.87512370626e-06	0.0	0.00033696378496	0.0	0.0	0.000135937533984	0.000902694809505	0.0	0.0	0.0	5.68254464349e-05	0.000101125527117	0.0	4.37611226187e-05
