# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc12	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc20	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc30	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
Unassigned;Other;Other;Other;Other	0.0134861476151	0.00753141557325	0.0068069923658	0.00792226509833	0.0197402039858	0.00683508476107	0.0098721865362	0.00742646143634	0.00839138943249	0.00698873432766	0.00565746343923	0.00826359444726	0.00520156046814	0.00926965248095	0.00760983134605	0.00894994659497	0.00534801070577	0.00722315947659	0.00901235343503	0.00675107668033	0.00684350387398	0.00663375165844	0.00708880923935	0.00713045068105	0.00539598126017	0.00745982166228	0.0056967510051	0.00548100356973	0.00902577700722	0.00850424482889
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__	6.46301003921e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.60926288324e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.08847838723e-05	0.0	0.0	0.0	5.43750135938e-06	0.0	0.0	9.74003837575e-06	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__	0.0	0.0	0.0	9.298433214e-06	5.33966403902e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63746183459e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__SAGMA-X	0.00551510190012	0.0	0.0	0.0	0.0	1.50552527777e-05	0.0	0.0	0.00097586431833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.50617406468e-05	0.0	0.0	0.0	2.17500054375e-05	0.0	0.000787584296132	0.0	1.74498752334e-05	0.0	0.0	2.54965452181e-05	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae	0.00603214270326	0.0453271935421	0.0140624688553	0.0102840671347	0.00130768372316	0.0198277679082	0.024979402565	0.0226776749782	0.0258421395956	0.0321732871324	0.029098903177	0.017207065775	0.0169050715215	0.0120646719941	0.0143900699997	0.029329797552	0.0528219653574	0.00464295334364	0.0592256686447	0.0169552902834	0.0406928347314	0.0276496944124	0.0574405947166	0.00720077070749	0.00630180482911	0.0160887849652	0.0371354292452	0.0287702124647	0.00451288850361	0.0193861773201
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0.0	2.77400205276e-05	4.98315692958e-06	0.0	1.97567569444e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.23613978269e-05	0.0	0.0	0.0	2.45540372976e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.32749236692e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales;f__Methanocellaceae	0.0	2.77400205276e-05	0.0	0.0	5.33966403902e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.87947554211e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae	0.0	0.0	0.0	0.0	5.33966403902e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae	0.0	0.0	0.0	0.0	1.12132944819e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__	0.0	2.77400205276e-05	1.49494707887e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.69579336782e-05	5.51563287948e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000239872524887	0.0	0.0	1.08750027188e-05	0.00057745917961	0.0	0.0	0.0	0.0	0.000101125527117	0.0	2.91740817458e-05
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae]	0.0	0.0	6.97641970141e-05	0.0	2.13586561561e-06	0.0	0.0	0.0	5.21852576647e-06	0.0	1.57589510842e-05	0.0	0.0	0.0	0.0	0.0	4.87512370626e-06	0.0	9.70912600732e-05	0.0	0.0	0.000125062531266	0.000325235629895	0.0	0.0	0.0	5.68254464349e-05	0.0	0.0	1.45870408729e-05
k__Archaea;p__[Parvarchaeota];c__[Micrarchaea];o__[Micrarchaeles];f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71337517776e-05	0.0	0.0	0.0	4.64622328422e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__WCHD3-30;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.18069891343e-06	0.0	2.23006876045e-05	1.79371392953e-05	0.0	0.0	0.0	5.71125059254e-06	0.0	0.0	0.0	6.63746183459e-06	0.0	9.74003837575e-06	8.7249376167e-06	0.0	0.0	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__YLA114;f__	8.61734671895e-05	4.16100307914e-05	0.0	9.298433214e-05	3.73776482731e-06	1.50552527777e-05	7.29112742703e-05	2.48931668257e-05	4.69667318982e-05	0.0	8.66742309632e-05	1.23613978269e-05	0.0	5.94685002788e-05	4.93271330622e-05	3.68310559464e-05	0.0001560039586	2.12654351617e-05	6.2823756518e-05	0.0	2.40122942947e-05	4.89375122344e-05	1.32749236692e-05	6.32880237963e-05	5.84402302545e-05	4.36246880835e-05	0.00011365089287	1.01125527117e-05	0.0	0.000481372348805
k__Bacteria;Other;Other;Other;Other	0.0	0.0	0.0	9.298433214e-06	2.189262256e-05	0.0	0.0	0.0	0.0	8.36974170977e-06	0.0	6.18069891343e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.71125059254e-06	0.0	8.00409809823e-06	0.0	0.0	7.03200264403e-06	0.0	0.0	0.0	4.04502108467e-05	0.0	0.0
k__Bacteria;p__;c__;o__;f__	0.000129260200784	0.000208050153957	0.000184376806394	0.000223162397136	0.000325185539976	0.000873204661106	0.000430176518195	0.000182549890055	6.78408349641e-05	0.000100436900517	0.000212745839637	0.000241047257624	0.0	0.000200706188441	0.000426007058264	7.36621118927e-05	0.000273006927551	7.08847838723e-05	0.000296985030812	0.000258661941775	0.000464237689697	0.000190312547578	0.000192486393203	4.92240185082e-05	2.92201151273e-05	0.000183223689951	0.000241508147348	0.000171913396099	2.54965452181e-05	0.00020421857222
k__Bacteria;p__AC1;c__;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63746183459e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3;c__ABS-6;o__;f__	0.000107716833987	0.0	2.98989415775e-05	9.298433214e-06	0.0	0.0	7.29112742703e-06	0.0	1.56555772994e-05	0.0	0.0	6.18069891343e-06	0.0	0.0	0.0	0.0	0.0	4.96193487106e-05	0.0	0.0	0.0	5.43750135938e-06	5.97371565114e-05	0.0	8.76603453818e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3;c__JG37-AG-4;o__;f__	0.0	0.0	4.98315692958e-06	9.298433214e-06	0.0	0.0	0.0	0.0	2.08741030659e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000524547400655	1.14225011851e-05	0.0	0.0	0.0	0.0	0.0	6.81802686303e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;Other;Other;Other	0.0	0.0	0.0	0.0	3.20379842341e-06	0.0	0.0	8.29772227524e-06	0.0	0.0	7.87947554211e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__;o__;f__	0.000236977034771	0.00112347083137	0.00227730271682	0.000613696592124	0.000658914542415	0.00284544277498	0.00132698519172	0.00146039912044	0.000636660143509	0.00172416679221	0.00695757690368	0.00144010284683	0.0	0.00685374465713	0.00181165106883	0.000527911801898	0.00161854107048	7.79732622595e-05	0.00518010428744	0.00104758086419	0.00142472946148	0.00445331361333	0.00133412982875	0.000302376113693	0.000379861496654	0.000959743137837	0.00393516216562	0.00167868375014	0.000178475816527	0.00103567990198
k__Bacteria;p__Acidobacteria;c__AT-s54;o__;f__	4.30867335947e-05	8.32200615828e-05	6.97641970141e-05	8.3685898926e-05	7.20854645267e-05	0.000180663033332	0.000182278185676	0.000224038501431	0.0	0.000234352767874	0.000133951084216	7.41683869612e-05	0.00130039011704	0.000141237688162	0.00015246568401	7.36621118927e-05	0.000224255690488	3.54423919361e-05	1.71337517776e-05	0.000129330970888	0.000176090158161	2.17500054375e-05	0.000232311164211	4.92240185082e-05	0.0003214212664	0.000244298253267	0.00011365089287	8.09004216934e-05	7.64896356544e-05	0.00020421857222
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__;f__	0.00506269119738	0.00981996726678	0.00964240865873	0.00535589753127	0.00980095334362	0.0106440637138	0.00829001188454	0.00414886113762	0.00690932811481	0.00335626642562	0.00650844679778	0.00658244434281	0.00390117035111	0.00872700241591	0.00723315142085	0.00978478386309	0.00474349536619	0.00698215121142	0.00610532688343	0.0047205804374	0.0076519177819	0.00342018835505	0.00465286074605	0.00674369053563	0.00891213511381	0.0048074406268	0.00420508303618	0.00361018131807	0.00147879962265	0.00444904746623
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;Other;Other	0.0	0.0	0.0	0.0	5.33966403902e-07	0.0	0.0	0.0	0.0	0.0	0.0	6.18069891343e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__;f__	0.0	0.0	0.0	0.0	1.0679328078e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__BPC015;f__	0.0	0.0	6.47810400845e-05	0.0	6.5143901276e-05	6.02210111108e-05	7.29112742703e-06	0.000157656723229	3.65296803653e-05	0.000108806642227	0.000181227937468	3.70841934806e-05	0.00130039011704	9.6636312953e-05	4.48428482383e-06	8.59391305415e-05	0.0001560039586	0.0	0.000571125059254	0.0	0.000112057373375	0.000119625029906	0.00015929908403	2.10960079321e-05	0.0	1.74498752334e-05	0.00022730178574	0.000222476159657	0.0	0.000189631531348
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21;f__	0.00228359688052	0.00249660184749	0.00357790667544	0.00188758194244	0.00365179623628	0.00620276414441	0.0033174629793	0.00964195328382	0.00162818003914	0.00457824871524	0.00593324508321	0.00379494913285	0.00910273081925	0.00729232484668	0.0062466087596	0.00266411304679	0.00429010886151	0.00100656393099	0.00669358569446	0.00538016838892	0.00358583594801	0.00481218870305	0.00521040754016	0.0017087766425	0.00224020882642	0.00364702392378	0.00535579832649	0.00465177424737	0.000484434359144	0.00392391399481
